gsis_id,pfr_id,name,merge_name,birthdate,college,yamplayer_id
00-0009441,KozaSc20,Scott Kozak,scott kozak,1965-11-28,Oregon,YAMP_64af5dba1b15
00-0002250,BurkJo00,John Burke,john burke,1971-09-07,Virginia Tech,YAMP_64b154535282
00-0036480,OdeyDa00,Dayo Odeyingbo,dayo odeyingbo,1999-09-24,Vanderbilt,YAMP_64b1749ff2de
00-0010235,MackMi20,Milton Mack,milton mack,1963-09-20,Alcorn State,YAMP_64b631d9b233
00-0026886,,Earl Heyman,earl heyman,1987-09-05,Louisville,YAMP_64b71eee049e
00-0026183,JohnTy99,Tyrell Johnson,tyrell johnson,1985-05-19,Arkansas State,YAMP_64b8132645e4
00-0021179,PortCl00,Clinton Portis,clinton portis,1981-09-01,Miami,YAMP_64b95a67b89e
00-0020723,,Stephon Kelly,stephon kelly,1979-10-20,Winston Salem State University,YAMP_64ba9865a8e5
FAR025169,FaraCh20,Chris Farasopoulos,chris farasopoulos,1949-07-20,BYU; West Valley College,YAMP_64bbdacb9955
00-0029015,SzczAn00,Andrew Szczerba,andrew szczerba,1988-07-16,Penn State,YAMP_64bc88cc6ad1
00-0021298,MallWe20,Wesly Mallard,wesly mallard,1978-11-21,Oregon,YAMP_64bf64d97bc4
00-0022684,JoneDo21,Donnie Jones,donnie jones,1980-07-05,LSU,YAMP_64c280f5eb73
HIL815705,HiltSc20,Scott Hilton,scott hilton,1954-05-28,Salem State University (MA),YAMP_64c9511f6573
ADK692150,AdkiSa00,Sam Adkins,sam adkins,1955-05-21,Wichita State University,YAMP_64c9a9650215
00-0031236,CookBr00,Brandin Cooks,brandin cooks,1993-09-25,Oregon State,YAMP_64cda3386f37
00-0015754,StokBr00,Brandon Stokley,brandon stokley,1976-06-23,Louisiana-Lafayette,YAMP_64d1afd0fbee
KIN332222,KingBr00,Bruce King,bruce king,1963-01-07,Purdue,YAMP_64d4fdc1e26e
,TaylRo02,Roc Taylor,roc taylor,,Memphis,YAMP_64d6843d547b
00-0028486,MahaRy00,Ryan Mahaffey,ryan mahaffey,1987-11-28,Northern Iowa,YAMP_64d8ae976a12
00-0022940,MyerRy20,Ryan Myers,ryan myers,1980-02-27,Akron; Ashland,YAMP_64de3f21be82
00-0024157,DaniTo20,Torrance Daniels,torrance daniels,1981-12-27,Harding University,YAMP_64e06ea3e0fb
00-0013089,PondAn20,Antwaune Ponds,antwaune ponds,1975-06-29,Syracuse,YAMP_64e15962b5d9
00-0033446,SimmJo00,Jordan Simmons,jordan simmons,1994-07-15,USC,YAMP_64e1d2146f03
00-0003159,,Devon Coburn,devon coburn,1975-08-19,Mississippi,YAMP_64e3b26d7c31
WHI746560,WhitTo20,Todd Whitten,todd whitten,1965-02-16,Stephen F. Austin State,YAMP_64e3d7cc414f
00-0021712,HiltZa00,Zach Hilton,zach hilton,1980-07-02,North Carolina,YAMP_64e4d7b77898
00-0024421,BethAn20,Antoine Bethea,antoine bethea,1984-07-27,Howard,YAMP_64e9cad728ac
00-0037823,HarrCh06,Christian Harris,christian harris,2001-01-16,Alabama,YAMP_64e9d4b08f17
TUR456122,TurnMi20,Mike Turner,mike turner,1960-09-10,LSU,YAMP_64ec64d7fa9b
00-0002856,ChadJe00,Jeff Chadwick,jeff chadwick,1960-12-16,Grand Valley,YAMP_64ed197bab71
00-0025584,TaylCo00,Courtney Taylor,courtney taylor,1984-04-07,Auburn,YAMP_64ef17fa63ab
STE481338,StepDw00,Dwight Stephenson,dwight stephenson,1957-11-20,Alabama,YAMP_64ef6c19ae2c
,RobiCh00,Chop Robinson,chop robinson,,Penn State,YAMP_64f082c4dde2
RIV461435,RiveGa21,Garland Rivers,garland rivers,1964-11-03,Michigan,YAMP_64f2004a2724
00-0022891,UdezKe20,Kenechi Udeze,kenechi udeze,1983-03-05,USC,YAMP_64f29b7af4b6
00-0039754,CulpDe00,Devin Culp,devin culp,2000-02-02,Washington,YAMP_64f504466b2b
00-0023573,McMiDa20,David McMillan,david mcmillan,1981-09-20,Kansas,YAMP_64f93bb62bd0
00-0024093,,Chris Pino,chris pino,1982-08-18,San Diego State,YAMP_64fae24a3e52
00-0004229,DetmKo00,Koy Detmer,koy detmer,1973-07-05,Colorado,YAMP_6500cacbe628
00-0008892,JoneVi21,Victor Jones,victor jones,1966-10-19,Virginia Tech,YAMP_6503e7d7b78e
00-0015161,SmitEd00,Ed Smith,ed smith,1969-06-05,,YAMP_6505bfb81d4c
00-0025440,WrigEr99,Eric Wright,eric wright,1985-07-24,UNLV; USC,YAMP_6506571405bd
00-0033490,BradBe00,Ben Braden,ben braden,1994-03-09,Michigan,YAMP_6507d5dc4374
00-0036632,KainJo00,Joshua Kaindoh,joshua kaindoh,1998-12-27,Florida State,YAMP_650b9756a4db
00-0034089,LaulTo00,Tomasi Laulile,tomasi laulile,1995-05-22,BYU,YAMP_650cdf9b7fa8
HEN203723,HendDa20,David Hendley,david hendley,1964-06-29,Southern Connecticut State,YAMP_650d407e8b27
THO469805,ThomAn00,Anthony Thompson,anthony thompson,1967-04-08,Indiana,YAMP_650fec5b7c6f
00-0008745,JoneEr20,Ernest Jones,ernest jones,1971-04-01,Oregon,YAMP_65101414a5b7
HEA537427,HeatLa00,Larry Heater,larry heater,1958-01-09,Arizona; Dixie College (UT),YAMP_65111de8597d
00-0029360,BrohMa00,Matt Broha,matt broha,1989-06-06,Louisiana Tech,YAMP_65145d3a9209
,,Josh Jasper,josh jasper,,LSU,YAMP_6518e1a4119c
00-0008711,JoneCl20,Clarence Jones,clarence jones,1968-05-06,Maryland,YAMP_651cd680c10b
00-0029876,RollJu00,Jumal Rolle,jumal rolle,1990-05-28,Catawba College,YAMP_651d152ea742
DAV613524,DaviPr20,Preston Davis,preston davis,1962-03-10,Baylor,YAMP_651d4a73b4d5
00-0036964,BarnDe02,Derrick Barnes,derrick barnes,1999-05-29,Purdue,YAMP_651e84b5a791
00-0020924,,R.J. English,r.j. english,1979-05-16,Pittsburgh,YAMP_6521599888a6
00-0040603,WillMa13,Mario Williams,mario williams,2003-01-21,Tulane; Oklahoma,YAMP_6521bfcb5af9
00-0023367,WashNa00,Nate Washington,nate washington,1983-08-28,Tiffin,YAMP_65243b38a1cb
GUI659188,GuilJa02,Jacobian Guillory,jacobian guillory,2000-10-12,LSU,YAMP_65244f6e8f70
LEB622932,LeBlMi20,Michael LeBlanc,michael leblanc,1962-05-05,Stephen F. Austin State,YAMP_65295f989840
00-0035141,HaynPh00,Phil Haynes,phil haynes,1995-10-19,Wake Forest,YAMP_6529fb148c8c
00-0031176,LawsNe00,Nevin Lawson,nevin lawson,1991-04-23,Utah State,YAMP_652a3125e91e
00-0036779,KampHu00,Hunter Kampmoyer,hunter kampmoyer,1998-02-06,Oregon,YAMP_652ac99c2c3a
00-0036857,EvanCh02,Chris Evans,chris evans,1997-10-05,Michigan,YAMP_652ae302220f
,,Howard Fields,howard fields,,Baylor,YAMP_652d4307e8c3
00-0025893,,Matt Castelo,matt castelo,1986-03-26,San Jose State,YAMP_652e118475e1
00-0039009,HortDy00,Dylan Horton,dylan horton,2000-08-21,TCU,YAMP_653066023660
00-0034373,ArmsDo00,Dorance Armstrong,dorance armstrong,1997-06-10,Kansas,YAMP_6532b8d3e2da
00-0015236,SmitKe25,Kevin Smith,kevin smith,1967-04-02,Rhode Island,YAMP_6534049c4411
00-0000942,BeasFr00,Fred Beasley,fred beasley,1974-09-18,Auburn,YAMP_6536bea4d92f
00-0036744,BeckTa00,Tavante Beckett,tavante beckett,1997-10-21,Marshall,YAMP_6537c96fa146
00-0022583,ReubAl20,Alan Reuber,alan reuber,1981-01-26,Texas A&M,YAMP_6539deb7b1aa
00-0027779,KariDe00,Deji Karim,deji karim,1986-11-18,Southern Illinois; Northeast Oklahoma,YAMP_653d313f5a06
SHE176710,ShefCh20,Chris Sheffield,chris sheffield,1963-01-09,Albany State (GA),YAMP_653fda718ea0
00-0020488,AdamKe20,Keith Adams,keith adams,1979-11-22,Clemson,YAMP_6542f39c70e0
00-0008764,JoneJa20,James Jones,james jones,1969-02-06,Northern Iowa,YAMP_65455bdc1f81
CLA019314,ClacDa00,Darryl Clack,darryl clack,1963-10-29,Arizona State,YAMP_65463f599bb5
00-0016601,treaddav01,David Treadwell,david treadwell,1965-02-27,Clemson,YAMP_65467f657925
00-0035390,RushAn00,Anthony Rush,anthony rush,1996-09-01,UAB; Booneville JC (MS),YAMP_6549c09349ef
00-0026769,SheeKo00,Kory Sheets,kory sheets,1985-03-31,Purdue,YAMP_65541ddd84f8
WAR524568,warnkdav01,David Warnke,david warnke,1960-12-30,Augsburg College,YAMP_655ab132c467
00-0036800,LestPi00,Pier-Olivier Lestage,pier-olivier lestage,1997-08-04,Montreal,YAMP_655ef3882303
JOZ415291,JozwBr20,Brian Jozwiak,brian jozwiak,1963-06-20,West Virginia,YAMP_656a3a2fd3ea
00-0030083,AbouOd00,Oday Aboushi,oday aboushi,1991-06-05,Virginia,YAMP_656bc40ff639
00-0008400,JettJa00,James Jett,james jett,1970-12-28,West Virginia,YAMP_656e58c035a7
RIL609092,RileBo21,Bobby Riley,bobby riley,1964-10-17,Oklahoma State,YAMP_656f180cfef6
00-0033967,RogeSa00,Sam Rogers,sam rogers,1995-04-12,Virginia Tech,YAMP_65700c8c96e1
00-0035577,HodgDe00,Devlin Hodges,devlin hodges,1996-04-12,Samford,YAMP_65703bee5451
00-0038669,JackDe03,Dequan Jackson,dequan jackson,1999-10-07,Colorado State,YAMP_65704090ca7a
,GallJe00,Jeremy Gallon,jeremy gallon,,Michigan,YAMP_65784bd0978a
00-0026784,DietEv00,Evan Smith,evan smith,1986-07-19,Idaho State,YAMP_65789ca76b8a
,,Paul Miles,paul miles,,Nebraska,YAMP_657c80fb84b0
WOO509985,WoodJe20,Jerry Woods,jerry woods,1966-02-13,Northern Michigan University,YAMP_65857b71e91d
,FranJa02,Jarvion Franklin,jarvion franklin,,West. Michigan,YAMP_65858109617a
00-0007913,,Jay Humphrey,jay humphrey,1976-06-20,Texas,YAMP_658abed851fd
00-0020458,,Jimmy Robinson,jimmy robinson,1976-05-04,Western Illinois,YAMP_658c3cc6570f
JOH009714,JohnFr20,Freeman Johns,freeman johns,1953-12-20,SMU,YAMP_659280b7fa1b
,RoseDa00,Dare Rosenthal,dare rosenthal,,Kentucky,YAMP_659a46e4fa93
00-0036567,MitcEl00,Elijah Mitchell,elijah mitchell,1998-05-02,Louisiana-Lafayette,YAMP_659ad1395fd3
00-0038458,WrigOw00,Owen Wright,owen wright,1999-02-28,Monmouth; William & Mary,YAMP_65a14d7a37a0
00-0028054,MattCa00,Casey Matthews,casey matthews,1989-01-16,Oregon,YAMP_65a59127920f
00-0026854,,Keith Eloi,keith eloi,1984-11-01,Nebraska-Omaha,YAMP_65a7b4ad94a7
00-0036312,LutoJa00,Jake Luton,jake luton,1996-04-11,Oregon State; Ventura,YAMP_65a8e971261b
WAL031944,WaldBo20,Bobby Walden,bobby walden,1938-03-09,Georgia,YAMP_65a9ebd1cd99
00-0035471,FitzNi01,Nick Fitzgerald,nick fitzgerald,1996-01-14,Mississippi State,YAMP_65ab17af8c33
00-0012336,,Gabriel Oladipo,gabriel oladipo,1968-05-04,Washington State; Texas Southern,YAMP_65abe7867c13
00-0039915,McCoLa00,Ladd McConkey,ladd mcconkey,2001-11-11,Georgia,YAMP_65b2eef541a5
00-0037322,MunfTh00,Thayer Munford Jr.,thayer munford,1999-09-18,Ohio State,YAMP_65ba004ff9b5
LUM332232,LumpJo20,Joey Lumpkin,joey lumpkin,1960-02-19,Arizona State,YAMP_65bc1466ac46
BEC390856,BeckDo20,Doug Becker,doug becker,1956-06-27,Notre Dame,YAMP_65bd8096db71
COF702801,CoffPa00,Paul Coffman,paul coffman,1956-03-29,Kansas State,YAMP_65bdbee39814
00-0040011,JameSh00,Shemar James,shemar james,2004-06-24,Florida,YAMP_65c6f5760247
00-0032887,,J.J. Worton,j.j. worton,1992-01-07,UCF,YAMP_65c888e74b19
PIE447237,PierSt20,Steve Pierce,steve pierce,1963-12-12,Illinois; Southwestern College (CA),YAMP_65c9d95e9989
,,Mike Bush,mike bush,,Washington State,YAMP_65cb91eda3d8
00-0038660,NowaTr00,Trevor Nowaske,trevor nowaske,1998-11-07,Saginaw Valley State,YAMP_65d04d902d20
ROS545790,RossAl20,Alvin Ross,alvin ross,1963-05-03,Central Oklahoma; Oklahoma,YAMP_65d3e18cb92e
WIN251095,WingLe20,Leonard Wingate,leonard wingate,1961-11-03,South Carolina State,YAMP_65d72536ac7f
COL584478,CollGr20,Greg Collins,greg collins,1952-12-08,Notre Dame,YAMP_65d918563f63
00-0008729,JoneDa24,David Jones,david jones,1968-11-09,Delaware State,YAMP_65d9c886ca45
MCN617086,,Amari McNeill,amari mcneill,2003-06-08,Colorado; Tennessee,YAMP_65da89ec4d0a
KLU066027,KlubCa00,Cade Klubnik,cade klubnik,2003-10-10,Clemson,YAMP_65da988f2d5c
00-0034428,JacoLe00,Leon Jacobs,leon jacobs,1995-10-03,Wisconsin,YAMP_65dd3f3ff8c8
00-0027665,CodyTe99,Terrence Cody,terrence cody,1988-06-28,Alabama; Mississippi Gulf Coast CC,YAMP_65de040baa8f
00-0037418,HoodDe00,Delonte Hood,delonte hood,2000-10-17,Peru State College (Ne),YAMP_65e001a60e3a
,,Jim Johnson,jim johnson,,Michigan St.,YAMP_65ef4d698d5f
FRA421856,FranCl00,Cleveland Franklin,cleveland franklin,1955-04-24,Baylor,YAMP_65f0bc6b7b20
00-0022072,RogeCh01,Charles Rogers,charles rogers,1981-05-23,Michigan State,YAMP_65f55dd66dbb
00-0027726,OwusAk99,Akwasi Owusu-Ansah,akwasi owusu-ansah,1988-04-10,"Indiana PA,  University of",YAMP_65f6a14ffd7a
00-0007091,HassMa00,Matt Hasselbeck,matt hasselbeck,1975-09-25,Boston College,YAMP_65f7c3118d90
00-0028104,WilsLa01,Lawrence Wilson,lawrence wilson,1987-11-16,Connecticut,YAMP_65f84ea07338
,,Mike Travis,mike travis,,Georgia Tech,YAMP_65f9a0cf759b
00-0029425,MondNi00,Nick Mondek,nick mondek,1988-11-03,Purdue,YAMP_65fb92587bc3
00-0021929,LeexDo00,Donald Lee,donald lee,1980-08-31,Mississippi State,YAMP_65fd6365699f
00-0013728,RiemJa00,Jay Riemersma,jay riemersma,1973-05-17,Michigan,YAMP_6605f2bfb29f
WHI429272,WhitRo21,Robb White,robb white,1965-05-26,South Dakota,YAMP_6609c253321b
PEN447237,PennJa20,Jay Pennison,jay pennison,1961-09-09,Nicholls State,YAMP_660c832931a4
HOP622935,HoppDa20,Darrel Hopper,darrel hopper,1963-03-14,USC,YAMP_660d6a465037
RAY664464,RayhFr20,Fred Rayhle,fred rayhle,1954-04-09,Tennessee-Chattanooga,YAMP_661015d8b789
FOR364950,,Caden Fordham,caden fordham,2002-10-21,N.C. State,YAMP_6611aed5d404
CLE316408,ClemTo20,Tom Clements,tom clements,1953-06-18,Notre Dame,YAMP_66150f87647a
00-0022153,,Jeff Sanchez,jeff sanchez,1981-01-21,Tulane,YAMP_6615631f6dcb
ZOO415291,ZookJo00,John Zook,john zook,1947-09-24,Kansas,YAMP_661a97b0226c
,,Carl Bradley,carl bradley,,Virginia Tech,YAMP_66219fe21043
COL656256,CollPa20,Patrick Collins,patrick collins,1966-08-04,Oklahoma,YAMP_662622edb653
SAN070684,SancLu20,Lupe Sanchez,lupe sanchez,1961-10-28,UCLA,YAMP_6629d9c327e1
00-0026870,,Londen Fryar,londen fryar,1986-05-19,Western Michigan,YAMP_662a1a2c8e4c
00-0021645,WhitTr20,Tracy White,tracy white,1981-04-14,Howard,YAMP_662c0e259973
00-0037584,HawkBr00,Brad Hawkins,brad hawkins,1998-07-26,Michigan,YAMP_662e0bce45bf
00-0030074,BakhDa00,David Bakhtiari,david bakhtiari,1991-09-30,Colorado,YAMP_662e1007631f
00-0002947,ChilRa00,Ray Childress,ray childress,1962-10-20,Texas A&M,YAMP_66306c20d363
00-0039637,NjonMa00,Maema Njongmeta,maema njongmeta,2001-03-09,Wisconsin,YAMP_6632be0d3df7
00-0033968,ColeSt00,Stacy Coley,stacy coley,1994-05-13,Miami,YAMP_6634f3fe24c0
00-0035096,TiulJa00,Jay-Tee Tiuli,jay-tee tiuli,1996-01-14,Eastern Washington,YAMP_663b56fef3f0
LUE415291,LuecBi20,Bill Lueck,bill lueck,1946-04-07,Arizona,YAMP_663bf1b135b4
00-0034849,,Tony Adams,tony adams,1995-12-28,N.C. State,YAMP_663d053783ce
DUN092891,,Franklin Dunbar,franklin dunbar,1985-03-12,Middle Tennessee State,YAMP_663d6c6b477b
00-0019467,DiggNa20,Na'il Diggs,na'il diggs,1978-07-08,Ohio State,YAMP_6640137337d6
00-0018158,WolfCr20,Craig Wolfley,craig wolfley,1958-05-19,Syracuse,YAMP_664228b1a390
00-0021220,,Eric Crouch,eric crouch,1978-11-16,Nebraska,YAMP_66425c45249e
00-0011493,MontJo01,Joe Montana,joe montana,1956-06-11,Notre Dame,YAMP_6642a17f5a59
00-0039864,TaylDa02,Dadrion Taylor-Demerson,dadrion taylor-demerson,2001-01-20,Texas Tech,YAMP_6642eb34e983
DOZ276861,DoziCo20,Cornelius Dozier,cornelius dozier,1964-02-05,SMU,YAMP_664417ab3be1
BUT804605,ButzDa00,Dave Butz,dave butz,1950-06-23,Purdue,YAMP_66499a1b3f3b
00-0002373,BushDe20,Devin Bush,devin bush,1973-07-03,Florida State,YAMP_664aa25ba5df
00-0032737,VainSo01,Soma Vainuku,soma vainuku,1992-05-28,USC,YAMP_664b177cf618
,,Jim Swift,jim swift,,Iowa,YAMP_664b9c91ee59
MAB415291,MabrRo20,Ron Mabra,ron mabra,1951-06-04,Howard,YAMP_664bca166636
00-0027862,AluaTy99,Tyson Alualu,tyson alualu,1987-05-12,California,YAMP_6653fa0b1dff
MCC473385,McCoMi20,Milt McColl,milt mccoll,1959-08-28,Stanford,YAMP_6655275808ab
00-0040393,RobiKy00,Kye Robichaux,kye robichaux,2002-10-06,Boston College; Western Kentucky,YAMP_6659d5b7d686
00-0007579,HolcRo00,Robert Holcombe,robert holcombe,1975-12-11,Illinois,YAMP_665c8b2f6938
MOR161025,MorgDe00,Dennis Morgan,dennis morgan,1952-06-26,Western Illinois,YAMP_665c8b9c60a2
00-0031174,StorBr00,Bryan Stork,bryan stork,1990-11-15,Florida State,YAMP_666029a7860a
00-0027436,,Jeff Moturi,jeff moturi,1986-04-04,Texas-El Paso,YAMP_66615338c741
HAR159211,HargMa00,Marvin Hargrove,marvin hargrove,1968-04-23,Richmond,YAMP_6664913a2103
00-0027957,AmukPr00,Prince Amukamara,prince amukamara,1989-06-06,Nebraska,YAMP_666770e8c01c
ROB451400,RobiFr23,Freddie Robinson,freddie robinson,1964-02-01,Alabama,YAMP_666837c5e1fe
00-0031897,RawlTh00,Thomas Rawls,thomas rawls,1993-08-03,Central Michigan; Michigan,YAMP_6668e9f81d45
00-0026316,ParmJa00,Jalen Parmele,jalen parmele,1985-12-30,Toledo,YAMP_6669c3d70bae
,,Renwick Atkins,renwick atkins,,Kansas,YAMP_666b00d9c831
00-0011770,MoulEr00,Eric Moulds,eric moulds,1973-07-17,Mississippi State,YAMP_666b29aeb1c4
COR362049,CorlAn20,Anthony Corley,anthony corley,1960-08-10,Nevada,YAMP_666c12ea61d3
00-0037022,JacoMi01,Michael Jacobson,michael jacobson,1997-04-04,Iowa State,YAMP_666d3712c580
,ThomNa01,Nathan Thomas,nathan thomas,,Louisiana,YAMP_668234979ac3
00-0024487,,Ulrich Winkler,ulrich winkler,1984-01-04,,YAMP_6684f192e630
00-0024732,,Danny Verdun-Wheeler,danny verdun-wheeler,1985-03-16,Georgia,YAMP_668567d9accf
00-0018255,WorlTi00,Tim Worley,tim worley,1966-09-24,Georgia,YAMP_66882bbf4be4
00-0035718,WillQu00,Quinnen Williams,quinnen williams,1997-12-21,Alabama,YAMP_668d7ed17e76
00-0021897,,Keith Wright,keith wright,1980-06-08,Missouri,YAMP_668fba5fdea6
ETI415291,,LeRoy Etienne,leroy etienne,1966-07-21,Nebraska,YAMP_6694e7b25fd0
00-0033541,CharTa00,Taco Charlton,taco charlton,1994-11-07,Michigan,YAMP_66962a07300f
TAY525450,TaylLe21,Lenny Taylor,lenny taylor,1961-02-15,Tennessee,YAMP_66968166178d
HOD184574,HodgFl00,Floyd Hodge,floyd hodge,1959-07-18,Utah; Los Angeles Valley College,YAMP_6698277ff0ce
ROB304777,,Cam Robertson,cam robertson,2004-02-26,SMU; North Texas,YAMP_669b7d886944
,,Horace Smith,horace smith,,Oregon Tech,YAMP_669bed951bd1
00-0008650,JohnVa01,Vaughan Johnson,vaughan johnson,1962-03-24,N.C. State,YAMP_669e1175df43
00-0016518,ToffJo20,Joe Tofflemire,joe tofflemire,1965-07-07,Arizona,YAMP_669f26d5bfab
00-0039669,McLeTy00,Tyler McLellan,tyler mclellan,1999-07-21,Campbell University,YAMP_669ffad6a3de
PEA761354,PeavJa20,Jack Peavey,jack peavey,1963-06-06,Troy; Springfield College,YAMP_66a4571d1a9d
00-0029710,,Zach Brown,zach brown,1989-02-06,Pittsburgh,YAMP_66a63feb9220
00-0013235,PricSh20,Shawn Price,shawn price,1970-03-28,University of U. of Pacific; Sierra JC,YAMP_66a67accf406
00-0023605,YounSc20,Scott Young,scott young,1981-07-15,BYU; Dixie College (UT),YAMP_66aa0b4b52a0
,HarrCl01,Cliff Harris,cliff harris,,Oregon,YAMP_66aa60d7b05e
JAM431899,JamePh20,Phillip James,phillip james,1964-12-03,Southern,YAMP_66ad21dd9286
00-0037303,HennMa01,Matt Henningsen,matt henningsen,1999-07-09,Wisconsin,YAMP_66af3b89c5c7
00-0032452,BateTr00,Trevor Bates,trevor bates,1993-08-28,Maine,YAMP_66affa0831ff
BAN719836,BannBr20,Bruce Bannon,bruce bannon,1951-03-11,Penn State,YAMP_66b1332c1fcf
TUI166116,TuiaMa20,Manu Tuiasosopo,manu tuiasosopo,1957-08-30,UCLA,YAMP_66b7a6442063
,MoorTr02,Trey Moore,trey moore,,Texas,YAMP_66b920b209de
,,Toby Korrodi,toby korrodi,,Central Missouri State,YAMP_66bccacf5a51
00-0028371,MarsCr00,Craig Marshall,craig marshall,1988-02-10,University of South Florida,YAMP_66bdd8c13057
00-0026520,MoorKe01,Kestahn Moore,kestahn moore,1987-04-13,Florida,YAMP_66c0a433600a
PER728850,PerrVe20,Vernon Perry,vernon perry,1953-09-22,Jackson State University,YAMP_66c216090fcc
MAX726754,MaxwVe20,Vernon Maxwell,vernon maxwell,1961-10-25,Arizona State,YAMP_66c21a979d90
00-0029878,GrayMa00,MarQueis Gray,marqueis gray,1989-11-07,Minnesota,YAMP_66cb384bc7d8
BRO009384,BroaJe00,Jerry Broadnax,jerry broadnax,1951-08-19,Southern,YAMP_66cdce28f41d
00-0029203,MolkDa00,David Molk,david molk,1988-12-15,Michigan,YAMP_66cdcedac957
,,Shannon Snell,shannon snell,,Florida,YAMP_66cdfe5425e5
00-0035108,,Nathan Meadors,nathan meadors,1997-02-13,UCLA,YAMP_66cf4137ad3e
,,Stacy Charles,stacy charles,,Bethune-Cookman,YAMP_66cff4f53bf4
00-0040141,WinsKe02,Kevin Winston Jr.,kevin winston,2003-12-02,Penn State,YAMP_66d0828f15cf
00-0025438,SmitSt02,Steve Smith,steve smith,1985-05-06,USC,YAMP_66d127669267
00-0031635,DaviAn02,Andre Davis,andre davis,1993-09-01,University of South Florida,YAMP_66d58511e62b
00-0027025,UngeMa20,Max Unger,max unger,1986-04-14,Oregon,YAMP_66d68ed0e6a2
ARM537427,ArmsOt00,Otis Armstrong,otis armstrong,1950-11-15,Purdue,YAMP_66d7812dc4c8
00-0025725,,Travonti Johnson,travonti johnson,1984-05-09,UCF,YAMP_66d855370627
00-0021344,KeisBr20,Brett Keisel,brett keisel,1978-09-19,BYU,YAMP_66db485e04e6
00-0010240,MackSt00,Stacey Mack,stacey mack,1975-06-26,Temple; Southwest Mississippi JC,YAMP_66dd608480e6
00-0021146,FreeDw00,Dwight Freeney,dwight freeney,1980-02-19,Syracuse,YAMP_66de8e6e742f
00-0014809,ShiePa00,Paul Shields,paul shields,1976-01-31,Arizona; Scottsdale CC,YAMP_66dea2418d57
00-0027047,CoxxDe99,Derek Cox,derek cox,1986-09-22,William & Mary,YAMP_66e0af6a1628
00-0030313,BectNi00,Nick Becton,nick becton,1990-02-11,Virginia Tech,YAMP_66e0b9685344
00-0026421,MillBr00,Brandon Miller,brandon miller,1986-01-21,Georgia,YAMP_66e11a649e56
00-0031902,AndeJo01,Jonathan Anderson,jonathan anderson,1991-10-27,TCU,YAMP_66e185b7ad9f
00-0010608,MayhMa20,Martin Mayhew,martin mayhew,1965-10-08,Florida State,YAMP_66e1b7fc18d5
JOH267135,JohnSt20,Stan Johnson,stan johnson,1955-06-18,Tennessee State,YAMP_66e207fcbaec
00-0027054,BarnKe99,Kevin Barnes,kevin barnes,1986-09-15,Maryland,YAMP_66e2339d65da
00-0021297,HartJu20,Justin Hartwig,justin hartwig,1978-11-21,Kansas,YAMP_66e30e5c9fb7
00-0026282,BowmZa20,Zack Bowman,zack bowman,1984-11-18,Nebraska; New Mexico Military Institute,YAMP_66e39fbefdbb
00-0006684,HallTr20,Travis Hall,travis hall,1972-08-03,BYU,YAMP_66e3bf2b8e83
00-0037464,FranJa03,Jacobi Francis,jacobi francis,1998-09-06,Memphis,YAMP_66e4563e72ff
FUL332232,FullJo21,Johnny Fuller,johnny fuller,1946-03-03,Lamar,YAMP_66e5f432d618
00-0031511,WhitDe01,DeAndrew White,deandrew white,1991-10-16,Alabama,YAMP_66e768e5a5f9
,,Chris Colmer,chris colmer,,North Carolina St.,YAMP_66ebb5c3a583
00-0001566,BoweTi00,Tim Bowens,tim bowens,1973-02-07,Mississippi; Itawamba JC,YAMP_66ef4e2940a0
GAD553722,,Robert Gaddis,robert gaddis,1952-01-20,Mississippi Valley State University,YAMP_66efdf0c17fe
00-0037576,TafuMi00,Mika Tafua,mika tafua,1996-11-30,Utah,YAMP_66f527b00e8c
,,Chad Setterstrom,chad setterstrom,,New Mexico,YAMP_66f53cac7abd
00-0020029,KeatMi20,Michael Keathley,michael keathley,1978-03-09,TCU,YAMP_66ff37bc02e6
HUM622935,,Tom Humphrey,tom humphrey,1962-12-16,Iowa,YAMP_6703030db5cb
00-0009539,LaBoMa20,Matt LaBounty,matt labounty,1969-01-03,Oregon,YAMP_67055442886d
00-0035713,BurnBr00,Brian Burns,brian burns,1998-04-23,Florida State,YAMP_6705f4c8389b
00-0022765,,Jeff Smoker,jeff smoker,1981-06-13,Michigan State,YAMP_6706fbfdb6eb
,ManuEa00,Eathyn Manumaleuna,eathyn manumaleuna,,BYU,YAMP_6709ff37d15f
00-0013257,PrioMi20,Mike Prior,mike prior,1963-11-14,Illinois State,YAMP_670ea18392bc
00-0037414,CochDe00,Devin Cochran,devin cochran,1998-07-17,Georgia Tech,YAMP_671242b66034
,,Neal Dellocono,neal dellocono,,UCLA,YAMP_67163b8268cc
ERL276861,ErlaTo20,Tom Erlandson Jr.,tom erlandson,1966-06-19,Washington,YAMP_67164b493ffb
KEL703198,KellNy00,Nyjalik Kelly,nyjalik kelly,2004-10-29,UCF; Miami,YAMP_671a51e17cab
